City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
243,Jizan,SA,2020-05-01 23:12:33,17.33,42.67,86.0,58,0,3.36,clear sky,0,0
244,Tezu,IN,2020-05-01 23:12:33,27.92,96.17,69.06,63,0,3.74,clear sky,0,0
245,Evensk,RU,2020-05-01 23:12:33,61.95,159.23,28.13,95,5,4.18,clear sky,0,0
246,Copiapo,CL,2020-05-01 23:12:34,-27.37,-70.33,59.0,77,75,10.29,broken clouds,0,0
247,Sao Jose Da Coroa Grande,BR,2020-05-01 23:12:34,-8.9,-35.15,79.59,83,42,6.89,scattered clouds,0,0
248,Richards Bay,ZA,2020-05-01 23:12:34,-28.78,32.04,63.59,79,50,3.89,scattered clouds,0,0
249,Opuwo,NA,2020-05-01 23:12:34,-18.06,13.84,68.29,30,0,5.77,clear sky,0,0
250,Mahebourg,MU,2020-05-01 23:12:34,-20.41,57.7,75.2,73,20,9.17,few clouds,0,0
251,Kachiry,KZ,2020-05-01 23:12:35,53.07,76.1,47.79,67,7,6.24,clear sky,0,0
252,Hambantota,LK,2020-05-01 23:12:35,6.12,81.12,80.31,84,89,9.89,overcast clouds,0,0
253,Poum,NC,2020-05-01 23:12:35,-20.23,164.02,79.25,82,7,20.22,clear sky,0,0
254,Khatanga,RU,2020-05-01 23:12:35,71.97,102.5,14.5,96,100,9.01,light snow,0,0
255,Tavda,RU,2020-05-01 23:12:36,58.04,65.27,37.78,86,98,3.91,overcast clouds,0,0
256,Saint George,US,2020-05-01 23:12:32,37.1,-113.58,91.4,11,1,11.41,clear sky,0,0
257,Clinton,US,2020-05-01 23:12:36,42.59,-82.92,63.0,39,20,9.17,few clouds,0,0
258,Acapulco,MX,2020-05-01 23:12:36,16.86,-99.89,84.2,79,5,8.05,clear sky,0,0
259,Tabou,CI,2020-05-01 23:12:36,4.42,-7.35,81.64,86,96,7.09,overcast clouds,0,0
260,Vila Velha,BR,2020-05-01 23:12:36,-20.33,-40.29,77.0,83,20,1.12,few clouds,0,0
261,Haines Junction,CA,2020-05-01 23:12:37,60.75,-137.51,42.04,50,86,5.19,overcast clouds,0,0
262,Piacabucu,BR,2020-05-01 23:12:37,-10.41,-36.43,78.57,86,100,5.3,light rain,0,0
263,Mangrol,IN,2020-05-01 23:12:37,21.12,70.12,79.59,89,0,10.69,clear sky,0,0
264,Bismil,TR,2020-05-01 23:12:37,37.85,40.67,50.0,100,40,3.36,scattered clouds,0,0
265,Coihaique,CL,2020-05-01 23:12:38,-45.58,-72.07,44.6,81,90,2.24,overcast clouds,0,0
266,Palmer,US,2020-05-01 23:12:38,42.16,-72.33,59.0,93,90,6.93,moderate rain,0,0
267,Margate,GB,2020-05-01 23:12:38,51.38,1.39,46.0,82,53,1.99,broken clouds,0,0
268,Tadine,NC,2020-05-01 23:12:38,-21.55,167.88,78.94,76,9,15.03,clear sky,0,0
269,Korla,CN,2020-05-01 23:12:38,41.76,86.15,62.01,57,1,17.25,clear sky,0,0
270,Roebourne,AU,2020-05-01 23:12:39,-20.78,117.13,65.66,28,0,13.71,clear sky,0,0
271,Aklavik,CA,2020-05-01 23:12:39,68.22,-135.01,32.0,92,40,3.36,scattered clouds,0,0
272,Egvekinot,RU,2020-05-01 23:12:39,66.32,-179.17,26.11,88,73,1.21,broken clouds,0,0
273,Port Macquarie,AU,2020-05-01 23:11:36,-31.43,152.92,61.0,61,0,6.38,clear sky,0,0
274,Grand Forks,US,2020-05-01 23:12:40,47.93,-97.03,60.8,59,75,4.7,broken clouds,0,0
275,Bucerias,MX,2020-05-01 23:12:40,20.75,-105.33,80.6,74,5,14.99,clear sky,0,0
276,Yeppoon,AU,2020-05-01 23:12:40,-23.13,150.73,66.2,39,11,3.36,few clouds,0,0
277,Salalah,OM,2020-05-01 23:12:41,17.02,54.09,84.2,89,75,8.05,broken clouds,0,0
278,Marathon,US,2020-05-01 23:12:41,44.9,-89.77,59.0,58,90,8.05,light rain,0,0
279,La Ronge,CA,2020-05-01 23:12:41,55.1,-105.28,37.4,93,90,6.93,mist,0,0
280,Kuzino,RU,2020-05-01 23:12:41,57.02,59.44,38.52,86,100,2.57,moderate rain,0,0
281,Adrar,MR,2020-05-01 23:12:41,20.5,-10.07,84.22,12,0,2.98,clear sky,0,0
282,Flensburg,DE,2020-05-01 23:12:41,54.78,9.43,45.0,93,55,11.41,broken clouds,0,0
283,Koslan,RU,2020-05-01 23:12:42,63.46,48.9,29.25,96,97,6.82,overcast clouds,0,0
284,Yeysk,RU,2020-05-01 23:12:42,46.7,38.28,57.92,61,0,5.19,clear sky,0,0
285,Novo Oriente,BR,2020-05-01 23:12:42,-5.53,-40.77,73.2,81,100,2.33,overcast clouds,0,0
286,Tiksi,RU,2020-05-01 23:12:42,71.69,128.87,18.46,95,100,8.48,overcast clouds,0,0
287,Robat Karim,IR,2020-05-01 23:12:42,35.48,51.08,59.0,77,20,4.7,few clouds,0,0
288,Labytnangi,RU,2020-05-01 23:12:43,66.66,66.42,20.16,96,98,6.4,overcast clouds,0,0
289,Bilibino,RU,2020-05-01 23:12:43,68.05,166.44,25.95,88,0,2.73,clear sky,0,0
290,Saint Anthony,US,2020-05-01 23:12:43,45.02,-93.22,77.0,27,40,18.34,scattered clouds,0,0
291,Yairipok,IN,2020-05-01 23:12:43,24.67,94.07,61.95,69,1,1.19,clear sky,0,0
292,Trairi,BR,2020-05-01 23:08:03,-3.28,-39.27,79.32,86,84,7.9,broken clouds,0,0
293,Aykhal,RU,2020-05-01 23:12:44,66.0,111.5,15.8,85,75,8.95,broken clouds,0,0
294,Knysna,ZA,2020-05-01 23:12:44,-34.04,23.05,51.8,100,25,4.7,scattered clouds,0,0
295,Flinders,AU,2020-05-01 23:12:44,-34.58,150.86,57.99,53,67,17.0,light rain,0,0
296,Belmonte,BR,2020-05-01 23:12:45,-15.86,-38.88,77.0,83,40,9.17,scattered clouds,0,0
297,Luanda,AO,2020-05-01 23:12:45,-8.84,13.23,78.8,88,40,4.7,scattered clouds,0,0
298,Bogorodskoye,RU,2020-05-01 23:12:45,56.55,37.88,33.57,84,2,6.6,clear sky,0,0
299,Komsomolskiy,UZ,2020-05-01 23:12:45,40.43,71.72,66.2,63,28,2.24,scattered clouds,0,0
300,Avera,US,2020-05-01 23:12:45,33.19,-82.53,75.2,31,1,8.05,clear sky,0,0
301,Lichinga,MZ,2020-05-01 23:12:45,-13.31,35.24,60.78,66,0,7.94,clear sky,0,0
302,Townsville,AU,2020-05-01 23:12:46,-19.25,146.8,71.01,26,43,14.99,scattered clouds,0,0
303,Half Moon Bay,US,2020-05-01 23:12:46,37.46,-122.43,73.99,59,1,12.75,clear sky,0,0
304,Ossett,GB,2020-05-01 23:12:46,53.68,-1.58,45.0,83,48,1.01,scattered clouds,0,0
305,Severobaykalsk,RU,2020-05-01 23:12:46,55.65,109.32,31.55,67,88,5.79,overcast clouds,0,0
306,Nuuk,GL,2020-05-01 23:12:46,64.18,-51.72,32.0,88,60,11.41,broken clouds,0,0
307,Port Lincoln,AU,2020-05-01 23:12:47,-34.73,135.87,60.37,73,47,19.3,scattered clouds,0,0
308,Ouallam,NE,2020-05-01 23:12:47,14.32,2.09,92.89,17,1,14.36,clear sky,0,0
309,Bend,US,2020-05-01 23:12:47,44.06,-121.32,64.4,23,20,12.75,few clouds,0,0
310,Rong Kwang,TH,2020-05-01 23:12:47,18.34,100.32,75.7,81,77,0.98,light rain,0,0
311,Viedma,AR,2020-05-01 23:12:47,-40.81,-63.0,55.53,81,88,10.16,overcast clouds,0,0
312,Moerai,PF,2020-05-01 23:12:47,-22.43,-151.33,75.2,62,56,10.67,broken clouds,0,0
313,Guerrero Negro,MX,2020-05-01 23:12:48,27.98,-114.06,71.29,60,0,15.26,clear sky,0,0
314,Pevek,RU,2020-05-01 23:12:48,69.7,170.31,25.27,92,2,12.62,clear sky,0,0
315,Eenhana,NA,2020-05-01 23:12:48,-17.47,16.33,65.97,33,0,5.46,clear sky,0,0
316,Bambous Virieux,MU,2020-05-01 23:12:48,-20.34,57.76,75.2,73,20,9.17,few clouds,0,0
317,Hibbing,US,2020-05-01 23:12:48,47.43,-92.94,48.2,87,90,11.41,moderate rain,0,0
318,Elbistan,TR,2020-05-01 23:12:49,38.21,37.2,50.09,55,86,2.89,overcast clouds,0,0
319,Luderitz,NA,2020-05-01 23:12:49,-26.65,15.16,66.6,53,64,5.3,broken clouds,0,0
320,Salamanca,ES,2020-05-01 23:09:52,40.83,-6.0,55.4,87,20,9.17,few clouds,0,0
321,Namatanai,PG,2020-05-01 23:12:49,-3.67,152.43,83.26,76,99,3.58,light rain,0,0
322,Tura,IN,2020-05-01 23:12:49,25.52,90.22,71.62,59,6,2.98,clear sky,0,0
323,Zhicheng,CN,2020-05-01 23:12:50,30.3,111.5,71.01,92,47,2.91,scattered clouds,0,0
324,High Rock,BS,2020-05-01 23:12:50,26.62,-78.28,78.8,65,20,12.75,few clouds,0,0
325,Pitimbu,BR,2020-05-01 23:12:50,-7.47,-34.81,78.8,94,20,4.7,few clouds,0,0
326,Formosa,AR,2020-05-01 23:12:50,-26.18,-58.18,64.4,100,90,3.36,overcast clouds,0,0
327,Petropavlovsk-Kamchatskiy,RU,2020-05-01 23:12:50,53.05,158.65,37.4,93,75,2.24,broken clouds,0,0
328,Liuzhou,CN,2020-05-01 23:12:51,24.31,109.39,73.36,85,29,4.43,scattered clouds,0,0
329,Shuangcheng,CN,2020-05-01 23:12:51,45.35,126.28,71.01,71,43,2.24,scattered clouds,0,0
330,Antofagasta,CL,2020-05-01 23:10:29,-23.65,-70.4,62.6,72,40,11.41,scattered clouds,0,0
331,Calbuco,CL,2020-05-01 23:11:05,-41.77,-73.13,55.4,87,100,6.93,overcast clouds,0,0
332,Maarianhamina,AX,2020-05-01 23:12:51,60.1,19.93,44.6,93,90,11.41,light intensity shower rain,0,0
333,Anloga,GH,2020-05-01 23:12:52,5.79,0.9,82.4,83,20,4.7,few clouds,0,0
334,Esna,EG,2020-05-01 23:12:52,25.29,32.55,80.6,30,0,1.25,clear sky,0,0
335,Rawson,AR,2020-05-01 23:12:52,-43.3,-65.1,55.81,79,99,17.78,overcast clouds,0,0
336,Daru,PG,2020-05-01 23:12:52,-9.08,143.21,79.52,89,99,5.3,overcast clouds,0,0
337,Banda Aceh,ID,2020-05-01 23:12:52,5.56,95.32,79.3,78,100,7.38,overcast clouds,0,0
338,North Bend,US,2020-05-01 23:12:53,43.41,-124.22,64.99,72,90,9.17,overcast clouds,0,0
339,Bratsk,RU,2020-05-01 23:12:53,56.13,101.61,33.8,86,80,3.49,broken clouds,0,0
340,Provideniya,RU,2020-05-01 23:12:53,64.38,-173.3,32.32,81,0,7.78,clear sky,0,0
341,Seoul,KR,2020-05-01 23:11:26,37.57,126.98,68.0,88,90,5.64,overcast clouds,0,0
342,Vostok,RU,2020-05-01 23:12:53,46.49,135.88,53.33,63,76,7.7,broken clouds,0,0
343,Acarau,BR,2020-05-01 23:12:53,-2.89,-40.12,79.3,88,99,9.57,overcast clouds,0,0
344,Iralaya,HN,2020-05-01 23:12:54,15.0,-83.23,87.8,66,20,5.82,few clouds,0,0
345,Khandyga,RU,2020-05-01 23:12:54,62.67,135.6,30.0,91,100,5.59,overcast clouds,0,0
346,Nemuro,JP,2020-05-01 23:12:54,43.32,145.57,48.74,84,80,18.88,broken clouds,0,0
347,Vestmannaeyjar,IS,2020-05-01 23:12:54,63.44,-20.27,42.44,65,47,6.04,scattered clouds,0,0
348,Lac-Megantic,CA,2020-05-01 23:12:55,45.58,-70.88,52.0,93,100,1.59,light rain,0,0
349,Svarstad,NO,2020-05-01 23:12:55,59.4,9.97,37.99,1,99,2.62,overcast clouds,0,0
350,Brae,GB,2020-05-01 23:12:55,60.4,-1.35,44.6,93,98,13.87,overcast clouds,0,0
351,Krasnoarmeysk,RU,2020-05-01 23:12:55,51.02,45.7,54.5,43,0,5.06,clear sky,0,0
352,Manuk Mangkaw,PH,2020-05-01 23:12:56,4.8,119.85,83.53,71,65,1.61,broken clouds,0,0
353,Meulaboh,ID,2020-05-01 23:12:56,4.14,96.13,76.32,87,100,4.07,overcast clouds,0,0
354,Waingapu,ID,2020-05-01 23:12:56,-9.66,120.26,78.62,79,11,8.37,few clouds,0,0
355,Charters Towers,AU,2020-05-01 23:12:56,-20.1,146.27,62.67,31,8,12.15,clear sky,0,0
356,Panjakent,TJ,2020-05-01 23:12:57,39.5,67.61,55.4,93,20,6.76,few clouds,0,0
357,Isangel,VU,2020-05-01 23:12:57,-19.55,169.27,82.4,78,20,5.82,few clouds,0,0
358,Lata,PT,2020-05-01 23:12:57,40.16,-8.33,62.6,93,75,3.36,broken clouds,0,0
359,Taltal,CL,2020-05-01 23:12:57,-25.4,-70.48,60.6,79,77,5.39,broken clouds,0,0
360,Tahe,CN,2020-05-01 23:12:57,52.33,124.73,35.47,56,41,19.6,scattered clouds,0,0
361,Donskoye,RU,2020-05-01 23:12:58,45.46,41.97,59.0,38,95,2.24,overcast clouds,0,0
362,Westport,US,2020-05-01 23:12:58,41.14,-73.36,61.0,82,40,8.05,light rain,0,0
363,Voh,NC,2020-05-01 23:12:58,-20.97,164.7,83.03,63,2,5.7,clear sky,0,0
364,Barra Patuca,HN,2020-05-01 23:12:59,15.8,-84.28,83.07,66,70,10.09,broken clouds,0,0
365,Am Timan,TD,2020-05-01 23:12:59,11.03,20.28,82.69,34,71,5.1,broken clouds,0,0
366,Lucapa,AO,2020-05-01 23:12:59,-8.42,20.74,67.66,68,0,1.97,clear sky,0,0
367,Ninotsminda,GE,2020-05-01 23:12:59,41.26,43.59,42.8,93,75,9.17,broken clouds,0,0
368,Batangafo,CF,2020-05-01 23:12:59,7.3,18.28,75.83,65,100,6.13,overcast clouds,0,0
369,Iquique,CL,2020-05-01 23:11:02,-20.22,-70.14,66.2,63,20,16.11,few clouds,0,0
370,Singaraja,ID,2020-05-01 23:13:00,-8.11,115.09,79.61,72,100,4.43,overcast clouds,0,0
371,Poya,NC,2020-05-01 23:13:00,-21.35,165.15,81.63,66,3,6.62,clear sky,0,0
372,Marienburg,PL,2020-05-01 23:13:00,54.04,19.03,48.0,100,100,6.82,overcast clouds,0,0
373,Kabanjahe,ID,2020-05-01 23:13:00,3.1,98.49,78.8,83,40,4.7,scattered clouds,0,0
374,Kruisfontein,ZA,2020-05-01 23:13:01,-34.0,24.73,57.4,61,59,4.61,broken clouds,0,0
375,Saskylakh,RU,2020-05-01 23:13:01,71.92,114.08,13.32,95,90,6.6,overcast clouds,0,0
376,Skeldon,GY,2020-05-01 23:13:01,5.88,-57.13,78.8,87,42,7.94,scattered clouds,0,0
377,Lebowakgomo,ZA,2020-05-01 23:13:01,-24.2,29.5,57.2,58,0,2.24,clear sky,0,0
378,Kota Bahru,MY,2020-05-01 23:13:02,6.13,102.24,77.0,100,20,2.24,few clouds,0,0
379,Tornio,FI,2020-05-01 23:13:02,65.85,24.15,37.4,55,85,8.05,overcast clouds,0,0
380,Nelson Bay,AU,2020-05-01 23:13:02,-32.72,152.15,60.01,47,7,39.15,clear sky,0,0
381,Yakeshi,CN,2020-05-01 23:13:03,49.28,120.73,42.87,41,100,9.64,overcast clouds,0,0
382,Saint Marys,US,2020-05-01 23:10:07,30.73,-81.55,78.8,26,1,16.11,clear sky,0,0
383,Vila Franca Do Campo,PT,2020-05-01 23:13:03,37.72,-25.43,62.6,88,75,24.16,broken clouds,0,0
384,Walvis Bay,NA,2020-05-01 23:13:03,-22.96,14.51,59.0,94,0,8.84,clear sky,0,0
385,Nueve De Julio,AR,2020-05-01 23:13:03,-35.44,-60.88,63.0,82,0,7.0,clear sky,0,0
386,Dzaoudzi,YT,2020-05-01 23:13:04,-12.79,45.27,80.6,83,60,9.17,broken clouds,0,0
387,Arkhara,RU,2020-05-01 23:13:04,49.42,130.08,52.83,63,10,19.62,clear sky,0,0
388,Esso,RU,2020-05-01 23:12:56,55.93,158.7,30.76,78,96,5.14,overcast clouds,0,0
389,Maceio,BR,2020-05-01 23:09:04,-9.67,-35.74,78.8,88,40,3.36,scattered clouds,0,0
390,Kapit,MY,2020-05-01 23:13:04,2.02,112.93,75.29,93,99,0.83,overcast clouds,0,0
391,Sehithwa,BW,2020-05-01 23:13:05,-20.47,22.72,62.28,21,0,6.17,clear sky,0,0
392,Gohad,IN,2020-05-01 23:13:05,26.43,78.44,83.97,29,0,6.08,clear sky,0,0
393,San Policarpo,PH,2020-05-01 23:13:05,12.18,125.51,81.36,84,38,9.44,light rain,0,0
394,Encruzilhada Do Sul,BR,2020-05-01 23:13:05,-30.54,-52.52,54.88,61,0,6.04,clear sky,0,0
395,Beaumont,US,2020-05-01 23:13:06,30.09,-94.1,80.6,47,1,11.41,clear sky,0,0
396,Valleyview,CA,2020-05-01 23:13:06,55.07,-117.29,56.5,30,24,9.13,few clouds,0,0
397,Palamos,ES,2020-05-01 23:13:06,41.85,3.13,61.0,45,59,2.21,broken clouds,0,0
398,Denia,ES,2020-05-01 23:13:06,38.84,0.11,73.0,5,60,3.0,broken clouds,0,0
399,Lazaro Cardenas,MX,2020-05-01 23:12:51,17.96,-102.2,86.02,46,0,10.65,clear sky,0,0
400,Akdepe,TM,2020-05-01 23:13:07,42.06,59.38,62.6,67,90,11.41,overcast clouds,0,0
401,Panguna,PG,2020-05-01 23:13:07,-6.32,155.48,82.02,56,57,2.42,broken clouds,0,0
402,Yuxia,CN,2020-05-01 23:13:07,34.06,108.63,73.0,66,0,4.47,clear sky,0,0
403,Santa Lucia,ES,2020-05-01 23:13:07,27.91,-15.54,68.0,77,20,20.8,few clouds,0,0
404,Bonavista,CA,2020-05-01 23:13:07,48.65,-53.11,46.99,32,76,7.0,broken clouds,0,0
405,Muli,MV,2020-05-01 23:13:08,2.92,73.57,84.65,78,16,11.79,few clouds,0,0
406,Talnakh,RU,2020-05-01 23:13:08,69.49,88.4,17.6,78,7,6.71,smoke,0,0
407,Galle,LK,2020-05-01 23:13:08,6.04,80.22,81.66,85,70,6.78,broken clouds,0,0
408,Pisco,PE,2020-05-01 23:13:08,-13.7,-76.22,71.6,73,0,19.46,clear sky,0,0
409,Kavaratti,IN,2020-05-01 23:13:09,10.57,72.64,85.1,70,41,9.84,scattered clouds,0,0
410,Mathathane,BW,2020-05-01 23:13:09,-22.27,28.75,62.8,43,0,6.98,clear sky,0,0
411,Itaituba,BR,2020-05-01 23:13:09,-4.28,-55.98,77.9,93,38,2.1,scattered clouds,0,0
412,Alyangula,AU,2020-05-01 23:13:09,-13.85,136.42,77.0,61,42,6.93,scattered clouds,0,0
413,Riyadh,SA,2020-05-01 23:13:09,24.69,46.72,80.6,34,38,6.93,scattered clouds,0,0
414,Qaqortoq,GL,2020-05-01 23:13:10,60.72,-46.03,41.0,56,43,9.17,scattered clouds,0,0
415,Qinzhou,CN,2020-05-01 23:13:10,21.95,108.62,74.34,87,3,4.14,clear sky,0,0
416,Mizdah,LY,2020-05-01 23:13:10,31.45,12.98,66.69,32,1,9.28,clear sky,0,0
417,Xining,CN,2020-05-01 23:13:10,36.62,101.77,53.8,15,0,2.21,clear sky,0,0
418,Thatta,PK,2020-05-01 23:13:10,24.75,67.92,77.81,86,0,11.99,clear sky,0,0
419,Arauca,CO,2020-05-01 23:13:11,7.08,-70.76,78.8,88,75,6.93,broken clouds,0,0
420,Bequimao,BR,2020-05-01 23:13:11,-2.45,-44.78,75.2,100,40,4.7,scattered clouds,0,0
421,Tendukheda,IN,2020-05-01 23:13:11,23.4,79.55,80.26,19,0,3.06,clear sky,0,0
422,Natal,BR,2020-05-01 23:08:41,-5.79,-35.21,80.6,88,20,4.7,few clouds,0,0
423,Talcahuano,CL,2020-05-01 23:13:00,-36.72,-73.12,55.4,87,90,5.82,overcast clouds,0,0
424,Vila,PT,2020-05-01 23:13:12,42.03,-8.16,57.0,96,100,1.99,overcast clouds,0,0
425,Juneau,US,2020-05-01 23:12:45,58.3,-134.42,53.6,50,40,5.82,scattered clouds,0,0
426,Yinchuan,CN,2020-05-01 23:13:12,38.47,106.27,77.0,6,0,4.0,clear sky,0,0
427,Konakovo,RU,2020-05-01 23:13:12,56.7,36.77,33.73,86,15,4.94,few clouds,0,0
428,Garwolin,PL,2020-05-01 23:13:13,51.9,21.61,53.01,87,100,7.34,overcast clouds,0,0
429,Long Xuyen,VN,2020-05-01 23:11:51,10.38,105.42,80.6,88,87,1.12,overcast clouds,0,0
430,Vardo,NO,2020-05-01 23:13:13,70.37,31.11,35.44,84,25,12.53,scattered clouds,0,0
431,Sivas,TR,2020-05-01 23:13:13,39.79,37.0,45.3,59,100,1.32,light rain,0,0
432,Beloha,MG,2020-05-01 23:13:14,-25.17,45.05,67.12,87,36,1.54,scattered clouds,0,0
433,Karymskoye,RU,2020-05-01 23:13:14,51.62,114.35,39.79,44,100,9.48,overcast clouds,0,0
434,Ondangwa,NA,2020-05-01 23:13:14,-17.92,15.95,71.11,28,0,9.26,clear sky,0,0
435,Zeya,RU,2020-05-01 23:13:14,53.75,127.27,35.26,69,54,22.15,broken clouds,0,0
436,Same,TZ,2020-05-01 23:13:14,-4.07,37.73,66.45,75,61,3.69,broken clouds,0,0
437,Warri,NG,2020-05-01 23:13:15,5.52,5.75,78.22,92,79,3.24,broken clouds,0,0
438,Niquelandia,BR,2020-05-01 23:13:15,-14.47,-48.46,70.43,64,0,2.39,clear sky,0,0
439,Biak,ID,2020-05-01 23:13:15,-0.91,122.88,78.75,75,91,4.92,overcast clouds,0,0
440,Karratha,AU,2020-05-01 23:13:16,-20.74,116.85,64.4,29,0,13.49,clear sky,0,0
441,Babstovo,RU,2020-05-01 23:13:16,48.12,132.48,58.71,60,0,9.64,clear sky,0,0
442,Whitehorse,CA,2020-05-01 23:13:16,60.72,-135.05,48.2,31,75,9.17,broken clouds,0,0
443,Darhan,MN,2020-05-01 23:13:16,49.49,105.92,46.13,62,100,21.65,light rain,0,0
444,Burnie,AU,2020-05-01 23:13:17,-41.07,145.92,51.01,76,100,15.01,light rain,0,0
445,Veinticinco De Mayo,AR,2020-05-01 23:13:17,-35.43,-60.17,63.0,82,8,7.0,clear sky,0,0
446,Olafsvik,IS,2020-05-01 23:13:17,64.89,-23.71,33.73,85,0,13.85,clear sky,0,0
447,Melnikovo,RU,2020-05-01 23:13:17,56.56,84.08,44.01,86,50,7.0,scattered clouds,0,0
448,Himensulan,PH,2020-05-01 23:13:17,10.6,124.28,77.0,83,75,5.82,broken clouds,0,0
449,Garowe,SO,2020-05-01 23:12:47,8.41,48.48,84.4,51,12,11.36,few clouds,0,0
450,Fernley,US,2020-05-01 23:13:18,39.61,-119.25,71.01,19,14,3.0,few clouds,0,0
451,Solginskiy,RU,2020-05-01 23:13:18,61.05,41.34,26.64,97,81,1.01,broken clouds,0,0
452,Los Llanos De Aridane,ES,2020-05-01 23:12:55,28.66,-17.92,68.0,72,90,10.29,overcast clouds,0,0
453,Geraldton,AU,2020-05-01 23:13:18,-28.77,114.6,60.8,36,0,21.92,clear sky,0,0
454,Togur,RU,2020-05-01 23:13:19,58.36,82.83,44.94,92,99,10.02,overcast clouds,0,0
455,Northam,GB,2020-05-01 23:12:42,51.03,-4.22,48.99,87,9,5.01,clear sky,0,0
456,Ossora,RU,2020-05-01 23:13:20,59.24,163.07,29.64,96,0,5.37,clear sky,0,0
457,Loandjili,CG,2020-05-01 23:13:20,-4.76,11.86,78.53,90,72,3.53,broken clouds,0,0
458,Bolokhovo,RU,2020-05-01 23:13:20,54.09,37.82,39.99,74,40,10.07,scattered clouds,0,0
459,Sovetskiy,RU,2020-05-01 23:13:21,61.36,63.58,34.02,88,67,1.07,broken clouds,0,0
460,Tuatapere,NZ,2020-05-01 23:13:19,-46.13,167.68,56.98,71,100,5.86,overcast clouds,0,0
461,Loughton,GB,2020-05-01 23:13:21,52.03,-0.79,46.0,79,22,10.38,few clouds,0,0
462,Marzuq,YE,2020-05-01 23:13:21,14.4,46.47,78.01,41,91,6.38,overcast clouds,0,0
463,Stromness,GB,2020-05-01 23:13:21,58.97,-3.3,46.4,93,91,16.11,overcast clouds,0,0
464,Boende,CD,2020-05-01 23:13:22,-0.22,20.87,72.05,87,87,0.96,overcast clouds,0,0
465,San Jeronimo,PE,2020-05-01 23:12:53,-11.95,-75.28,51.49,28,44,4.03,light rain,0,0
466,Berlevag,NO,2020-05-01 23:13:22,70.86,29.09,31.21,94,21,11.61,few clouds,0,0
467,Luena,AO,2020-05-01 23:13:23,-11.78,19.92,60.24,45,0,4.85,clear sky,0,0
468,Krasnooktyabrskiy,RU,2020-05-01 23:13:23,44.93,38.37,51.8,71,62,2.24,broken clouds,0,0
469,Blagoveshchenka,RU,2020-05-01 23:13:23,52.83,79.87,50.5,81,7,8.3,clear sky,0,0
470,Abha,SA,2020-05-01 23:13:24,18.22,42.51,66.2,82,20,0.11,few clouds,0,0
471,Agropoli,IT,2020-05-01 23:13:24,40.35,15.0,62.01,91,99,5.75,overcast clouds,0,0
472,Winthrop,US,2020-05-01 23:12:57,42.38,-70.98,64.0,87,75,6.93,broken clouds,0,0
473,Itanagar,IN,2020-05-01 23:13:24,27.1,93.62,68.47,63,0,3.36,clear sky,0,0
474,Hofn,IS,2020-05-01 23:12:55,64.25,-15.21,36.66,81,86,4.16,overcast clouds,0,0
475,Caravelas,BR,2020-05-01 23:13:25,-17.71,-39.25,74.28,87,15,4.18,few clouds,0,0
476,Saint-Pierre,RE,2020-05-01 23:13:25,-21.34,55.48,69.8,73,57,6.93,broken clouds,0,0
477,Gadwal,IN,2020-05-01 23:09:07,16.23,77.8,85.64,38,32,5.37,scattered clouds,0,0
478,Puerto Palomas,MX,2020-05-01 23:13:25,31.77,-107.62,93.2,7,1,18.34,clear sky,0,0
479,Bam,IR,2020-05-01 23:13:26,29.11,58.36,74.17,31,14,4.99,few clouds,0,0
480,Vredendal,ZA,2020-05-01 23:13:27,-31.67,18.5,65.16,36,9,3.04,clear sky,0,0
481,Lianran,CN,2020-05-01 23:13:27,24.92,102.48,59.0,93,35,8.95,scattered clouds,0,0
482,Harrisonburg,US,2020-05-01 23:11:52,38.45,-78.87,57.99,54,90,6.93,overcast clouds,0,0
483,Tuensang,IN,2020-05-01 23:13:28,26.28,94.83,61.97,61,0,2.46,clear sky,0,0
484,Shuyskoye,RU,2020-05-01 23:13:29,59.37,41.03,28.26,97,3,3.58,clear sky,0,0
485,Effium,NG,2020-05-01 23:13:29,6.63,8.06,77.56,78,9,3.36,light rain,0,0
486,Tromso,NO,2020-05-01 23:13:29,69.65,18.96,33.8,91,75,8.05,light rain,0,0
487,Taoudenni,ML,2020-05-01 23:13:30,22.68,-3.98,86.9,15,0,9.22,clear sky,0,0
488,Panama City,PA,2020-05-01 23:09:07,8.99,-79.52,89.6,66,20,11.41,few clouds,0,0
489,Mount Isa,AU,2020-05-01 23:12:29,-20.73,139.5,59.0,33,43,13.87,scattered clouds,0,0
490,New Glasgow,CA,2020-05-01 23:13:30,45.58,-62.65,53.01,91,100,15.99,overcast clouds,0,0
491,Murbad,IN,2020-05-01 23:13:31,19.25,73.4,84.2,79,20,2.15,haze,0,0
492,Yerbogachen,RU,2020-05-01 23:13:31,61.28,108.01,30.56,77,0,4.07,clear sky,0,0
493,Navahrudak,BY,2020-05-01 23:13:31,53.6,25.83,42.49,88,37,11.59,scattered clouds,0,0
494,Selkirk,CA,2020-05-01 23:11:23,50.14,-96.88,53.6,87,90,16.11,light intensity shower rain,0,0
495,Ardakan,IR,2020-05-01 23:13:32,32.31,54.02,64.4,39,20,2.24,few clouds,0,0
496,Manono,CD,2020-05-01 23:13:32,-7.3,27.42,70.02,77,28,3.06,scattered clouds,0,0
